date,home,away,rushing_yards_opp_homeAvg,rushing_yards_homeAvg
9/26/2004,Seahawks,49ers,99.50260327,130.1208262
9/26/2004,Colts,Packers,121.509067,128.319288
9/27/2004,Redskins,Cowboys,115.0761937,118.4291933
10/3/2004,Packers,Giants,105.8790465,159.4146042
10/3/2004,Dolphins,Jets,109.3523703,88.69329359
10/3/2004,Bears,Eagles,113.9125175,126.6651375
10/3/2004,Panthers,Falcons,117.5383054,111.9653251
10/3/2004,Buccaneers,Broncos,109.560769,88.37820331
10/3/2004,49ers,Rams,94.18013778,140.1478146
10/3/2004,Browns,Redskins,123.6082488,108.6112042
10/3/2004,Jaguars,Colts,93.28095791,112.3747786
10/3/2004,Bills,Patriots,95.48165705,103.7536716
10/3/2004,Steelers,Bengals,113.692653,96.31137641
10/3/2004,Texans,Raiders,135.6925204,104.4995848
10/3/2004,Cardinals,Saints,142.7571248,88.63388933
10/3/2004,Chargers,Titans,130.499132,128.3785891
10/4/2004,Ravens,Chiefs,96.44962956,148.1039263
10/10/2004,Falcons,Lions,103.8611793,150.7817796
10/10/2004,Redskins,Ravens,96.61754406,111.6266258
10/10/2004,Cowboys,Giants,107.220573,112.5770282
10/10/2004,Jets,Bills,129.7378334,129.3050001
10/10/2004,Saints,Buccaneers,141.4757396,107.8761485
10/10/2004,Broncos,Panthers,104.4418458,138.6540093
10/10/2004,Patriots,Dolphins,101.0507694,112.3216653
10/10/2004,Seahawks,Rams,98.23242043,116.7969531
10/10/2004,Texans,Vikings,140.9944967,100.318934
10/10/2004,49ers,Cardinals,97.76860909,125.4353775
10/10/2004,Chargers,Jaguars,114.8349214,121.4902257
10/10/2004,Steelers,Browns,103.6006437,105.8973399
10/10/2004,Colts,Raiders,119.7096997,119.1352782
10/11/2004,Packers,Titans,99.78028223,144.853763
10/17/2004,Raiders,Broncos,131.0280559,118.0559431
10/17/2004,Bears,Redskins,110.1475559,130.1333243
10/17/2004,Titans,Texans,110.9368168,121.8559035
10/17/2004,Lions,Packers,104.4632572,83.48039099
10/17/2004,Bills,Dolphins,92.42854218,101.6225843
10/17/2004,Cowboys,Steelers,105.2916641,101.5603189
10/17/2004,Falcons,Chargers,97.4030989,154.0172895
10/17/2004,Jets,49ers,124.1935405,126.0916278
10/17/2004,Jaguars,Chiefs,99.7299776,114.02272
10/17/2004,Eagles,Panthers,128.8789628,114.8237683
10/17/2004,Patriots,Seahawks,105.4460279,109.3438548
10/17/2004,Saints,Vikings,151.6833552,98.11457748
10/17/2004,Browns,Bengals,116.3484075,109.6078253
10/18/2004,Rams,Buccaneers,133.9278018,105.7834797
10/24/2004,Panthers,Chargers,135.7503578,102.8818319
10/24/2004,Patriots,Jets,99.5496197,113.1532853
10/24/2004,Giants,Lions,117.8753687,124.9011181
10/24/2004,Buccaneers,Bears,121.7842098,90.81768077
10/24/2004,Vikings,Titans,102.6071802,124.978003
10/24/2004,Ravens,Bills,111.1899302,150.1327099
10/24/2004,Colts,Jaguars,115.6919666,119.2574559
10/24/2004,Cardinals,Seahawks,135.8739319,102.8111595
10/24/2004,Raiders,Saints,133.6573275,108.8671248
10/24/2004,Dolphins,Rams,119.8115111,79.45197505
10/24/2004,Browns,Eagles,119.317844,108.9763538
10/24/2004,Packers,Cowboys,133.6854662,122.6960685
10/24/2004,Chiefs,Falcons,142.7538803,141.4086477
10/25/2004,Bengals,Broncos,154.9000442,121.7648289
10/31/2004,Vikings,Giants,110.9220536,132.3250656
10/31/2004,Redskins,Packers,105.3217357,97.25272151
10/31/2004,Eagles,Ravens,124.3288363,114.2339381
10/31/2004,Texans,Jaguars,141.3368785,101.3157592
10/31/2004,Bears,49ers,128.8196902,119.063834
10/31/2004,Seahawks,Panthers,101.3631575,123.6629869
10/31/2004,Titans,Bengals,100.0766876,133.945291
10/31/2004,Broncos,Falcons,91.19955549,157.6245324
10/31/2004,Cowboys,Lions,112.404693,107.7982012
10/31/2004,Steelers,Patriots,106.461842,123.6460209
10/31/2004,Bills,Cardinals,93.74062912,104.6615104
10/31/2004,Chargers,Raiders,100.4862226,134.1864066
10/31/2004,Chiefs,Colts,137.6600806,131.9536794
11/1/2004,Jets,Dolphins,112.9158419,127.4084906
11/7/2004,Lions,Redskins,104.0894877,84.22975819
11/7/2004,Giants,Bears,123.3984963,119.6012936
11/7/2004,Bills,Jets,93.28190052,103.2472775
11/7/2004,Rams,Patriots,132.8785063,106.4202563
11/7/2004,Dolphins,Cardinals,121.7760385,85.11461071
11/7/2004,Panthers,Raiders,127.2839698,109.7443869
11/7/2004,Bengals,Cowboys,149.4257782,116.2838505
11/7/2004,Steelers,Eagles,106.5255138,123.561856
11/7/2004,Ravens,Browns,100.0711376,143.4368725
11/7/2004,49ers,Seahawks,115.9450064,105.709516
11/7/2004,Broncos,Texans,95.37856577,153.2632534
11/7/2004,Buccaneers,Chiefs,119.9172939,85.56432748
11/7/2004,Chargers,Saints,101.9832251,130.3684999
11/8/2004,Colts,Vikings,108.0750827,120.4604239
11/14/2004,Redskins,Bengals,105.1711907,108.1317296
11/14/2004,Browns,Steelers,113.9174291,120.5538665
11/14/2004,Cardinals,Giants,120.7545117,110.2745063
11/14/2004,Titans,Bears,106.2166654,125.1972748
11/14/2004,Jets,Ravens,109.0733268,144.568942
11/14/2004,Rams,Seahawks,132.091418,105.802129
11/14/2004,Jaguars,Lions,105.1372882,110.7303577
11/14/2004,Falcons,Buccaneers,115.351892,139.4248674
11/14/2004,Saints,Chiefs,142.6495626,103.645798
11/14/2004,49ers,Panthers,116.6668356,99.76024762
11/14/2004,Patriots,Bills,115.5097632,105.4370883
11/14/2004,Packers,Vikings,115.711463,136.0407539
11/14/2004,Colts,Texans,118.7821347,110.1797106
11/15/2004,Cowboys,Eagles,117.2767439,105.279383
11/21/2004,Browns,Jets,113.8510681,117.1418942
11/21/2004,Giants,Falcons,119.6842605,122.9874111
11/21/2004,Bears,Colts,117.5637432,112.5044242
11/21/2004,Texans,Packers,126.7767995,100.2149287
11/21/2004,Saints,Broncos,143.0578794,97.31886909
11/21/2004,Bengals,Steelers,148.6054743,111.1171412
11/21/2004,Jaguars,Titans,104.3617778,102.6464132
11/21/2004,Raiders,Chargers,137.647797,89.14624793
11/21/2004,Vikings,Lions,115.0554015,130.7776131
11/21/2004,Seahawks,Dolphins,99.4013391,137.2451909
11/21/2004,Eagles,Redskins,140.5565685,102.2084692
11/21/2004,Ravens,Cowboys,99.66210575,135.2580753
11/21/2004,Buccaneers,49ers,115.1231563,94.91303743
11/21/2004,Panthers,Cardinals,133.2522539,99.72528245
11/21/2004,Bills,Rams,95.62242646,113.4813631
11/22/2004,Chiefs,Patriots,121.3820387,151.8406365
11/25/2004,Lions,Colts,125.2071515,76.60917192
11/25/2004,Cowboys,Bears,120.8248702,102.3186544
11/28/2004,Cardinals,Jets,127.3738232,112.0894267
11/28/2004,Giants,Eagles,118.509707,124.6815348
11/28/2004,Seahawks,Bills,108.697926,144.0632444
11/28/2004,Steelers,Redskins,84.86344257,154.5977314
11/28/2004,49ers,Dolphins,117.2544072,97.44717312
11/28/2004,Panthers,Buccaneers,132.1884802,95.18975331
11/28/2004,Patriots,Ravens,105.8449895,120.8478764
11/28/2004,Falcons,Saints,104.7788797,153.4780748
11/28/2004,Broncos,Raiders,106.5935397,144.6344563
11/28/2004,Vikings,Jaguars,124.2889766,125.3563507
11/28/2004,Texans,Titans,122.2416152,102.5651014
11/28/2004,Chiefs,Chargers,123.0238258,157.2932567
11/28/2004,Bengals,Browns,142.5238877,110.6126672
11/29/2004,Packers,Rams,107.1951864,137.0030834
12/5/2004,Browns,Patriots,123.4071151,110.025401
12/5/2004,Rams,49ers,139.0244802,107.0077435
12/5/2004,Jaguars,Steelers,101.7086087,121.7654047
12/5/2004,Chargers,Broncos,85.28219259,140.9583917
12/5/2004,Saints,Panthers,151.0509491,94.66529328
12/5/2004,Bears,Vikings,129.3534675,109.0156477
12/5/2004,Lions,Cardinals,124.1944583,83.4854788
12/5/2004,Ravens,Bengals,103.9633577,122.1911413
12/5/2004,Buccaneers,Falcons,118.9826218,98.65638246
12/5/2004,Raiders,Chiefs,131.7404145,83.40308841
12/5/2004,Jets,Texans,108.0717394,142.3405243
12/5/2004,Redskins,Giants,101.1064399,106.778451
12/5/2004,Dolphins,Bills,136.7782251,90.49246807
12/5/2004,Eagles,Packers,123.6834306,108.7229912
12/5/2004,Colts,Titans,117.8986855,127.6095451
12/6/2004,Seahawks,Cowboys,104.8121456,141.9452601
12/12/2004,Cowboys,Saints,109.2009546,104.6940782
12/12/2004,Redskins,Eagles,100.2302187,101.6842167
12/12/2004,Texans,Colts,119.6943181,106.838226
12/12/2004,Packers,Lions,100.9549293,139.4627334
12/12/2004,Steelers,Jets,79.28245662,151.1696406
12/12/2004,Panthers,Rams,122.5422469,101.9699877
12/12/2004,Broncos,Dolphins,96.80577535,145.2965069
12/12/2004,Jaguars,Bears,102.681222,124.70083
12/12/2004,Vikings,Seahawks,127.8007195,122.2636763
12/12/2004,Cardinals,49ers,133.2228904,103.6049885
12/12/2004,Chargers,Buccaneers,87.12769265,140.4399737
12/12/2004,Falcons,Raiders,108.5221147,161.6236567
12/12/2004,Patriots,Bengals,99.92650519,121.6210323
12/12/2004,Bills,Browns,96.28477758,111.0992128
12/12/2004,Ravens,Giants,108.5529621,117.585191
12/13/2004,Titans,Chiefs,111.7029185,122.9431611
12/18/2004,49ers,Redskins,117.1728925,88.06677017
12/18/2004,Giants,Steelers,135.2394871,120.1270725
12/18/2004,Falcons,Panthers,110.4769423,161.0469639
12/19/2004,Browns,Chargers,144.8771203,101.8587323
12/19/2004,Bears,Texans,135.0496739,107.3585952
12/19/2004,Eagles,Cowboys,119.4644231,110.4273472
12/19/2004,Buccaneers,Saints,122.8588487,99.12392878
12/19/2004,Bengals,Bills,141.9620933,115.9598066
12/19/2004,Colts,Ravens,122.9161884,129.1285703
12/19/2004,Packers,Jaguars,100.6153323,129.8979644
12/19/2004,Lions,Vikings,121.6044031,103.2151045
12/19/2004,Cardinals,Rams,141.261903,102.8279517
12/19/2004,Jets,Seahawks,101.7097282,148.7407959
12/19/2004,Raiders,Titans,133.421195,75.34709063
12/19/2004,Chiefs,Broncos,112.348418,148.1725491
12/20/2004,Dolphins,Patriots,129.2766958,89.1848535
12/24/2004,Vikings,Packers,128.2887594,123.9392629
12/25/2004,Titans,Broncos,119.2404383,126.0364933
12/25/2004,Chiefs,Raiders,116.080606,148.0613941
12/26/2004,Jaguars,Texans,98.60012425,118.9504395
12/26/2004,Jets,Patriots,102.7659787,145.3290179
12/26/2004,49ers,Bills,114.3909719,94.05449319
12/26/2004,Dolphins,Browns,135.3451332,86.85145506
12/26/2004,Cowboys,Redskins,109.7916368,114.7039063
12/26/2004,Lions,Bears,120.6589239,111.2954242
12/26/2004,Steelers,Ravens,82.14580315,147.9023421
12/26/2004,Buccaneers,Panthers,122.6558959,95.28140496
12/26/2004,Bengals,Giants,138.7078899,117.8914994
12/26/2004,Seahawks,Cardinals,116.1749059,131.9239116
12/26/2004,Saints,Falcons,149.7459605,92.01944373
12/26/2004,Colts,Chargers,125.4930318,126.8711645
12/27/2004,Rams,Eagles,138.5188474,101.4881339
1/2/2005,Raiders,Jaguars,134.6367434,75.93018316
1/2/2005,Eagles,Bengals,113.0746878,106.7619982
1/2/2005,Cardinals,Buccaneers,134.3107967,102.8960529
1/2/2005,Texans,Browns,117.5947985,108.9172106
1/2/2005,Bears,Packers,128.4700225,96.87162232
1/2/2005,Panthers,Saints,116.6462702,102.5794809
1/2/2005,Patriots,49ers,96.57256391,132.8800327
1/2/2005,Redskins,Vikings,87.97305654,111.1711551
1/2/2005,Chargers,Chiefs,84.38081356,141.6110382
1/2/2005,Titans,Lions,114.0548787,120.9941361
1/2/2005,Bills,Steelers,96.36406132,112.6416491
1/2/2005,Giants,Cowboys,141.3766333,113.1308719
1/2/2005,Seahawks,Falcons,126.4095779,127.9619778
1/2/2005,Ravens,Dolphins,98.98284629,130.7510437
1/2/2005,Rams,Jets,137.2700681,94.33486248
1/2/2005,Broncos,Colts,102.3623324,140.5664939
1/8/2005,Chargers,Jets,84.72130553,137.4501969
1/8/2005,Seahawks,Rams,123.2673349,132.5830008
1/9/2005,Packers,Vikings,118.4655031,125.641527
1/9/2005,Colts,Broncos,124.287716,120.7630232
1/15/2005,Steelers,Jets,81.88266061,152.8322355
1/15/2005,Falcons,Rams,110.4799455,165.7495703
1/16/2005,Patriots,Colts,92.38529189,131.3729238
1/16/2005,Eagles,Vikings,120.0274527,104.2810179
1/23/2005,Eagles,Falcons,121.2251093,102.5881165
1/23/2005,Steelers,Patriots,82.54503088,153.3768494
2/6/2005,Eagles,Patriots,119.8193995,103.3070478
9/8/2005,Patriots,Raiders,97.22942498,140.1810318
9/11/2005,Ravens,Colts,105.7454037,124.8480979
9/11/2005,Redskins,Bears,86.90394379,108.4027387
9/11/2005,Vikings,Buccaneers,124.4186363,114.4653765
9/11/2005,Browns,Bengals,151.4837482,102.3899359
9/11/2005,Lions,Packers,119.3846241,115.7928471
9/11/2005,Panthers,Saints,111.5391438,105.5466445
9/11/2005,Bills,Texans,97.31441398,121.3148536
9/11/2005,Chargers,Cowboys,83.74827535,137.5649502
9/11/2005,Jaguars,Seahawks,108.6911266,122.5150167
9/11/2005,Chiefs,Jets,113.5055188,145.695704
9/11/2005,49ers,Rams,123.0429385,91.43061588
9/11/2005,Steelers,Titans,83.69889882,157.0946097
9/11/2005,Dolphins,Broncos,138.881526,85.39535111
9/11/2005,Giants,Cardinals,134.9324521,116.4788748
9/12/2005,Falcons,Eagles,105.339629,180.9910656
9/18/2005,Texans,Steelers,116.9271352,119.499545
9/18/2005,Colts,Jaguars,132.6385591,105.405246
9/18/2005,Cardinals,Rams,130.4500889,103.8587006
9/18/2005,Jets,Dolphins,103.6298293,144.3784683
9/18/2005,Raiders,Chiefs,128.0577569,82.36187132
9/18/2005,Buccaneers,Bills,122.938102,94.41993585
9/18/2005,Broncos,Chargers,93.29682152,142.3420678
9/18/2005,Seahawks,Falcons,128.4244402,124.7878006
9/18/2005,Packers,Browns,117.8702774,117.3650294
9/18/2005,Titans,Ravens,119.6891332,113.9706517
9/18/2005,Panthers,Patriots,116.0821551,100.9306113
9/18/2005,Bengals,Vikings,127.2874162,117.6732946
9/18/2005,Bears,Lions,126.5743685,99.91336489
9/18/2005,Eagles,49ers,116.4145612,101.596501
9/19/2005,Saints,Giants,138.5539107,102.3702563
9/19/2005,Cowboys,Redskins,106.8407214,111.4152363
9/25/2005,Bears,Bengals,134.255135,87.21011938
9/25/2005,Colts,Browns,121.9250899,101.6706755
9/25/2005,Packers,Buccaneers,115.2373659,102.950732
9/25/2005,Bills,Falcons,100.6660116,125.993976
9/25/2005,Steelers,Patriots,88.25000513,167.6966866
9/25/2005,Jets,Jaguars,122.2556562,127.7508066
9/25/2005,Eagles,Raiders,130.5850981,90.82884339
9/25/2005,Dolphins,Panthers,127.4916233,99.80523698
9/25/2005,Rams,Titans,124.0042224,96.47801678
9/25/2005,49ers,Cowboys,118.4076185,79.65491459
9/25/2005,Vikings,Saints,128.4065123,96.2885523
9/25/2005,Seahawks,Cardinals,127.1154449,119.3928799
9/25/2005,Chargers,Giants,90.70142566,128.7200708
9/26/2005,Broncos,Chiefs,103.7246261,127.5808878
10/2/2005,Jaguars,Broncos,116.3160572,120.2333305
10/2/2005,Titans,Colts,116.3161804,107.3616339
10/2/2005,Ravens,Jets,101.4091975,116.8320519
10/2/2005,Bengals,Texans,111.7591751,131.5783194
10/2/2005,Buccaneers,Lions,92.92286064,121.1350542
10/2/2005,Patriots,Chargers,93.2926956,111.7046233
10/2/2005,Saints,Bills,129.7054227,96.55418094
10/2/2005,Raiders,Cowboys,117.3222865,81.99560845
10/2/2005,Redskins,Seahawks,73.22509921,120.7198116
10/2/2005,Falcons,Vikings,108.8943252,171.1123175
10/2/2005,Cardinals,49ers,124.8387855,86.45419278
10/2/2005,Chiefs,Eagles,96.19781793,148.1261287
10/2/2005,Giants,Rams,105.3813568,112.2859288
10/3/2005,Panthers,Packers,99.42743883,107.1904634
10/9/2005,49ers,Colts,118.3861539,82.79799039
10/9/2005,Jets,Buccaneers,116.9051005,115.2573061
10/9/2005,Browns,Bears,142.6574159,93.77737655
10/9/2005,Bills,Dolphins,136.2500627,121.7343874
10/9/2005,Cardinals,Panthers,130.8586204,87.17989941
10/9/2005,Texans,Titans,125.7428031,114.5242392
10/9/2005,Broncos,Redskins,93.75062501,136.325881
10/9/2005,Jaguars,Bengals,111.5373213,123.039104
10/9/2005,Falcons,Patriots,120.6496276,179.4941618
10/9/2005,Rams,Seahawks,109.5047806,98.66966048
10/9/2005,Cowboys,Eagles,109.2581327,105.531424
10/9/2005,Lions,Ravens,117.2102912,97.27859661
10/9/2005,Packers,Saints,114.7843126,98.55614688
10/10/2005,Chargers,Steelers,90.27805213,142.5729512
10/16/2005,Raiders,Chargers,110.7335321,71.63700352
10/16/2005,Ravens,Browns,88.33210791,100.8753505
10/16/2005,Cowboys,Giants,111.579323,107.8035257
10/16/2005,Steelers,Jaguars,89.28662642,152.229016
10/16/2005,Lions,Panthers,109.6791763,96.13358954
10/16/2005,Titans,Bengals,112.9595764,103.1955909
10/16/2005,Buccaneers,Dolphins,88.41300833,121.2729328
10/16/2005,Bills,Jets,141.8931596,125.128276
10/16/2005,Bears,Vikings,110.373751,105.2244115
10/16/2005,Broncos,Patriots,82.48862371,144.47869
10/16/2005,Chiefs,Redskins,116.166817,135.7263695
10/16/2005,Saints,Falcons,133.0997475,110.1007431
10/16/2005,Seahawks,Texans,124.4954494,131.9878391
10/17/2005,Colts,Rams,115.6679658,106.8779311
10/21/2005,Dolphins,Chiefs,109.0633437,104.1132996
10/23/2005,Bears,Ravens,105.8855246,115.4444876
10/23/2005,Browns,Lions,144.5662486,87.62003341
10/23/2005,Seahawks,Cowboys,119.7313491,132.5547196
10/23/2005,Bengals,Steelers,121.0798722,122.3573094
10/23/2005,Cardinals,Titans,118.1618787,88.28330178
10/23/2005,Eagles,Chargers,112.8763622,86.60451761
10/23/2005,Texans,Colts,115.9264681,123.3842249
10/23/2005,Vikings,Packers,155.3544274,95.46960337
10/23/2005,Giants,Broncos,118.3387831,115.1284818
10/23/2005,Rams,Saints,119.9467078,87.5208891
10/23/2005,Raiders,Bills,111.5921986,80.34242339
10/23/2005,Redskins,49ers,96.18920704,121.7462863
10/24/2005,Falcons,Jets,118.305956,184.5264565
10/30/2005,Saints,Dolphins,131.9247092,121.3370883
10/30/2005,Lions,Bears,108.1856541,100.1346581
10/30/2005,49ers,Buccaneers,117.6877166,83.32098678
10/30/2005,Texans,Browns,144.4348801,115.8456358
10/30/2005,Bengals,Packers,118.2828146,122.1819399
10/30/2005,Patriots,Bills,105.3946225,105.9458305
10/30/2005,Rams,Jaguars,125.5271119,88.96450653
10/30/2005,Titans,Raiders,118.8035015,102.2894169
10/30/2005,Chargers,Chiefs,84.23747039,144.5153402
10/30/2005,Cowboys,Cardinals,97.79572678,113.6817559
10/30/2005,Giants,Redskins,114.8878872,112.8200392
10/30/2005,Panthers,Vikings,94.57057456,96.38237318
10/30/2005,Broncos,Eagles,87.80045246,153.6209072
10/31/2005,Steelers,Ravens,86.51799892,135.0608577
11/6/2005,49ers,Giants,128.7963057,91.24713742
11/6/2005,Ravens,Bengals,102.1698559,105.5952086
11/6/2005,Dolphins,Falcons,126.9094177,100.1939579
11/6/2005,Packers,Steelers,106.1276439,86.38066973
11/6/2005,Buccaneers,Panthers,81.18085571,125.1563829
11/6/2005,Redskins,Eagles,103.1465283,130.3791299
11/6/2005,Saints,Bears,127.916733,122.4283114
11/6/2005,Cardinals,Seahawks,108.4997152,83.22043148
11/6/2005,Browns,Titans,142.8096428,87.83194444
11/6/2005,Jaguars,Texans,118.33663,114.7789826
11/6/2005,Jets,Chargers,121.555777,103.1564109
11/6/2005,Vikings,Lions,136.1674307,92.85971906
11/6/2005,Chiefs,Raiders,99.6239784,137.3701532
11/7/2005,Patriots,Colts,114.0832351,103.3710871
11/13/2005,Bills,Chiefs,144.7097579,125.0855149
11/13/2005,Dolphins,Patriots,122.8034776,110.6891492
11/13/2005,Bears,49ers,95.55874071,116.1502086
11/13/2005,Raiders,Broncos,120.7709533,83.96921967
11/13/2005,Giants,Vikings,114.9045786,126.4739763
11/13/2005,Falcons,Packers,119.904921,187.3583187
11/13/2005,Lions,Cardinals,111.1425131,101.7992331
11/13/2005,Jaguars,Ravens,128.1666918,127.8364694
11/13/2005,Panthers,Jets,85.10902386,94.46222886
11/13/2005,Seahawks,Rams,118.5633447,146.0155023
11/13/2005,Colts,Texans,119.4645857,126.5450594
11/13/2005,Steelers,Browns,84.89856548,140.2958947
11/13/2005,Buccaneers,Redskins,89.89526441,115.553646
11/14/2005,Eagles,Cowboys,122.9307333,70.99381756
11/20/2005,Bears,Panthers,97.73289486,123.4136141
11/20/2005,Redskins,Raiders,112.9715837,116.7947605
11/20/2005,Ravens,Steelers,100.8865505,102.9632519
11/20/2005,Texans,Chiefs,146.6907326,115.5972374
11/20/2005,Cowboys,Lions,91.27370579,121.901125
11/20/2005,Browns,Dolphins,135.6895015,103.8854534
11/20/2005,Patriots,Saints,118.2756824,95.57935725
11/20/2005,49ers,Seahawks,115.246324,95.1118217
11/20/2005,Broncos,Jets,89.11621514,165.9901291
11/20/2005,Giants,Eagles,107.0994701,122.7701127
11/20/2005,Falcons,Buccaneers,115.7327924,185.6962287
11/20/2005,Titans,Jaguars,109.306877,103.6305841
11/20/2005,Rams,Cardinals,136.3902746,102.6406914
11/20/2005,Bengals,Colts,123.4324927,116.7603916
11/20/2005,Chargers,Bills,79.02109739,125.2264037
11/21/2005,Packers,Vikings,109.5800433,82.55939499
11/24/2005,Lions,Falcons,108.7109042,103.957628
11/24/2005,Cowboys,Broncos,98.86464321,115.9401788
11/27/2005,Bills,Panthers,141.3415896,120.8841598
11/27/2005,Buccaneers,Bears,97.78045425,103.8835245
11/27/2005,Redskins,Chargers,107.3570577,122.4241959
11/27/2005,Cardinals,Jaguars,129.56649,73.29064678
11/27/2005,Eagles,Packers,110.5622339,79.24070384
11/27/2005,Jets,Saints,128.3948559,96.482087
11/27/2005,Raiders,Dolphins,117.7116318,84.40616532
11/27/2005,Vikings,Browns,125.2551177,88.91829571
11/27/2005,Seahawks,Giants,109.3986531,154.8798941
11/27/2005,Chiefs,Patriots,94.03286626,130.4586865
11/27/2005,Texans,Rams,145.2028598,112.4535595
11/27/2005,Titans,49ers,115.6400747,103.088883
11/27/2005,Bengals,Ravens,122.8790339,114.2620605
11/28/2005,Colts,Steelers,105.3593007,128.2317986
12/4/2005,Saints,Buccaneers,139.4323703,117.2382392
12/4/2005,Rams,Redskins,134.6355344,89.142721
12/4/2005,49ers,Cardinals,123.116352,100.6777792
12/4/2005,Browns,Jaguars,139.5051301,106.1000599
12/4/2005,Patriots,Jets,113.2116318,96.95459224
12/4/2005,Ravens,Texans,101.1616507,98.19017353
12/4/2005,Lions,Vikings,112.4347517,100.2475664
12/4/2005,Giants,Cowboys,97.94972767,122.1283614
12/4/2005,Bears,Packers,96.82595507,128.6417843
12/4/2005,Panthers,Falcons,87.41019919,88.35504706
12/4/2005,Dolphins,Bills,129.094265,110.2202611
12/4/2005,Chiefs,Broncos,93.32319077,138.9154162
12/4/2005,Steelers,Bengals,85.0083947,133.0197129
12/4/2005,Chargers,Raiders,78.85951131,126.9695109
12/4/2005,Colts,Titans,110.7628165,125.2931421
12/5/2005,Eagles,Seahawks,111.9386043,81.13063274
12/11/2005,Bills,Patriots,139.5208455,108.8054796
12/11/2005,Panthers,Buccaneers,84.5806446,91.41418771
12/11/2005,Broncos,Ravens,77.48741016,164.4778956
