schedule_season,schedule_week,schedule_playoff,stadium_neutral
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,17,FALSE,FALSE
2004,Wildcard,TRUE,FALSE
2004,Wildcard,TRUE,FALSE
2004,Wildcard,TRUE,FALSE
2004,Wildcard,TRUE,FALSE
2004,Division,TRUE,FALSE
2004,Division,TRUE,FALSE
2004,Division,TRUE,FALSE
2004,Division,TRUE,FALSE
2004,Conference,TRUE,FALSE
2004,Conference,TRUE,FALSE
2004,Superbowl,TRUE,TRUE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,1,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,2,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,3,FALSE,FALSE
2005,4,FALSE,FALSE
