date,home,away,winner,score_home,score_away
10/30/2011,Panthers,Vikings,0,21,24
10/30/2011,Bills,Redskins,1,23,0
10/30/2011,Texans,Jaguars,1,24,14
10/30/2011,Steelers,Patriots,1,25,17
10/30/2011,Titans,Colts,1,27,10
10/30/2011,Ravens,Cardinals,1,30,27
10/30/2011,Rams,Saints,1,31,21
10/30/2011,Eagles,Cowboys,1,34,7
10/31/2011,Chiefs,Chargers,1,23,20
11/6/2011,Chiefs,Dolphins,0,3,31
11/6/2011,Colts,Falcons,0,7,31
11/6/2011,Redskins,49ers,0,11,19
11/6/2011,Bills,Jets,0,11,27
11/6/2011,Titans,Bengals,0,17,24
11/6/2011,Cardinals,Rams,1,19,13
11/6/2011,Steelers,Ravens,0,20,23
11/6/2011,Patriots,Giants,0,20,24
11/6/2011,Cowboys,Seahawks,1,23,13
11/6/2011,Raiders,Broncos,0,24,38
11/6/2011,Saints,Buccaneers,1,27,16
11/6/2011,Texans,Browns,1,30,12
11/6/2011,Chargers,Packers,0,38,45
11/7/2011,Eagles,Bears,0,24,30
11/10/2011,Chargers,Raiders,0,17,24
11/13/2011,Colts,Jaguars,0,3,17
11/13/2011,Panthers,Titans,0,3,30
11/13/2011,Buccaneers,Texans,0,9,37
11/13/2011,Chiefs,Broncos,0,10,17
11/13/2011,Browns,Rams,0,12,13
11/13/2011,Jets,Patriots,0,16,37
11/13/2011,Eagles,Cardinals,0,17,21
11/13/2011,Bengals,Steelers,0,17,24
11/13/2011,Dolphins,Redskins,1,20,9
11/13/2011,Seahawks,Ravens,1,22,17
11/13/2011,Falcons,Saints,0,23,26
11/13/2011,49ers,Giants,1,27,20
11/13/2011,Bears,Lions,1,37,13
11/13/2011,Cowboys,Bills,1,44,7
11/14/2011,Packers,Vikings,1,45,7
11/17/2011,Broncos,Jets,1,17,13
11/20/2011,Rams,Seahawks,0,7,24
11/20/2011,Giants,Eagles,0,10,17
11/20/2011,Browns,Jaguars,1,14,10
11/20/2011,Vikings,Raiders,0,21,27
11/20/2011,49ers,Cardinals,1,23,7
11/20/2011,Falcons,Titans,1,23,17
11/20/2011,Redskins,Cowboys,0,24,27
11/20/2011,Bears,Chargers,1,31,20
11/20/2011,Ravens,Bengals,1,31,24
11/20/2011,Dolphins,Bills,1,35,8
11/20/2011,Packers,Buccaneers,1,35,26
11/20/2011,Lions,Panthers,1,49,35
11/21/2011,Patriots,Chiefs,1,34,3
11/24/2011,Lions,Packers,0,15,27
11/24/2011,Ravens,49ers,1,16,6
11/24/2011,Cowboys,Dolphins,1,20,19
11/27/2011,Chiefs,Steelers,0,9,13
11/27/2011,Chargers,Broncos,0,13,16
11/27/2011,Jaguars,Texans,0,13,20
11/27/2011,Seahawks,Redskins,0,17,23
11/27/2011,Colts,Panthers,0,19,27
11/27/2011,Rams,Cardinals,0,20,23
11/27/2011,Eagles,Patriots,0,20,38
11/27/2011,Titans,Buccaneers,1,23,17
11/27/2011,Bengals,Browns,1,23,20
11/27/2011,Falcons,Vikings,1,24,14
11/27/2011,Raiders,Bears,1,25,20
11/27/2011,Jets,Bills,1,28,24
11/28/2011,Saints,Giants,1,49,24
12/1/2011,Seahawks,Eagles,1,31,14
12/4/2011,Bears,Chiefs,0,3,10
12/4/2011,Browns,Ravens,0,10,24
12/4/2011,Texans,Falcons,1,17,10
12/4/2011,Bills,Titans,0,17,23
12/4/2011,Cardinals,Cowboys,1,19,13
12/4/2011,Redskins,Jets,0,19,34
12/4/2011,Buccaneers,Panthers,0,19,38
12/4/2011,49ers,Rams,1,26,0
12/4/2011,Saints,Lions,1,31,17
12/4/2011,Patriots,Colts,1,31,24
12/4/2011,Vikings,Broncos,0,32,35
12/4/2011,Dolphins,Raiders,1,34,14
12/4/2011,Steelers,Bengals,1,35,7
12/4/2011,Giants,Packers,0,35,38
12/5/2011,Jaguars,Chargers,0,14,38
12/8/2011,Steelers,Browns,1,14,3
12/11/2011,Dolphins,Eagles,0,10,26
12/11/2011,Broncos,Bears,1,13,10
12/11/2011,Titans,Saints,0,17,22
12/11/2011,Bengals,Texans,0,19,20
12/11/2011,Cardinals,49ers,1,21,19
12/11/2011,Panthers,Falcons,0,23,31
12/11/2011,Ravens,Colts,1,24,10
12/11/2011,Redskins,Patriots,0,27,34
12/11/2011,Lions,Vikings,1,34,28
12/11/2011,Cowboys,Giants,0,34,37
12/11/2011,Jets,Chiefs,1,37,10
12/11/2011,Chargers,Bills,1,37,10
12/11/2011,Jaguars,Buccaneers,1,41,14
12/11/2011,Packers,Raiders,1,46,16
12/12/2011,Seahawks,Rams,1,30,13
12/15/2011,Falcons,Jaguars,1,41,14
12/17/2011,Buccaneers,Cowboys,0,15,31
12/18/2011,Giants,Redskins,0,10,23
12/18/2011,Rams,Bengals,0,13,20
12/18/2011,Texans,Panthers,0,13,28
12/18/2011,Bears,Seahawks,0,14,38
12/18/2011,Chiefs,Packers,1,19,14
12/18/2011,Cardinals,Browns,1,20,17
12/18/2011,Vikings,Saints,0,20,42
12/18/2011,Bills,Dolphins,0,23,30
12/18/2011,Broncos,Patriots,0,23,41
12/18/2011,Colts,Titans,1,27,13
12/18/2011,Raiders,Lions,0,27,28
12/18/2011,Chargers,Ravens,1,34,14
12/18/2011,Eagles,Jets,1,45,19
12/19/2011,49ers,Steelers,1,20,3
12/22/2011,Colts,Texans,1,19,16
12/24/2011,Cowboys,Eagles,0,7,20
12/24/2011,Chiefs,Raiders,0,13,16
12/24/2011,Jets,Giants,0,14,29
12/24/2011,Seahawks,49ers,0,17,19
12/24/2011,Ravens,Browns,1,20,14
12/24/2011,Bengals,Cardinals,1,23,16
12/24/2011,Titans,Jaguars,1,23,17
12/24/2011,Redskins,Vikings,0,26,33
12/24/2011,Steelers,Rams,1,27,0
12/24/2011,Patriots,Dolphins,1,27,24
12/24/2011,Lions,Chargers,1,38,10
12/24/2011,Bills,Broncos,1,40,14
12/24/2011,Panthers,Buccaneers,1,48,16
12/25/2011,Packers,Bears,1,35,21
12/26/2011,Saints,Falcons,1,45,16
1/1/2012,Broncos,Chiefs,0,3,7
1/1/2012,Browns,Steelers,0,9,13
1/1/2012,Vikings,Bears,0,13,17
1/1/2012,Bengals,Ravens,0,16,24
1/1/2012,Jaguars,Colts,1,19,13
1/1/2012,Dolphins,Jets,1,19,17
1/1/2012,Texans,Titans,0,22,23
1/1/2012,Cardinals,Seahawks,1,23,20
1/1/2012,Raiders,Chargers,0,26,38
1/1/2012,Rams,49ers,0,27,34
1/1/2012,Giants,Cowboys,1,31,14
1/1/2012,Eagles,Redskins,1,34,10
1/1/2012,Saints,Panthers,1,45,17
1/1/2012,Packers,Lions,1,45,41
1/1/2012,Patriots,Bills,1,49,21
1/7/2012,Texans,Bengals,1,31,10
1/7/2012,Saints,Lions,1,45,28
1/8/2012,Giants,Falcons,1,24,2
1/8/2012,Broncos,Steelers,1,29,23
1/14/2012,49ers,Saints,1,36,32
1/14/2012,Patriots,Broncos,1,45,10
1/15/2012,Ravens,Texans,1,20,13
1/15/2012,Packers,Giants,0,20,37
1/22/2012,49ers,Giants,0,17,20
1/22/2012,Patriots,Ravens,1,23,20
2/5/2012,Patriots,Giants,0,17,21
9/5/2012,Giants,Cowboys,0,17,24
9/9/2012,Titans,Patriots,0,13,34
9/9/2012,Buccaneers,Panthers,1,16,10
9/9/2012,Browns,Eagles,0,16,17
9/9/2012,Cardinals,Seahawks,1,20,16
9/9/2012,Packers,49ers,0,22,30
9/9/2012,Chiefs,Falcons,0,24,40
9/9/2012,Vikings,Jaguars,1,26,23
9/9/2012,Lions,Rams,1,27,23
9/9/2012,Texans,Dolphins,1,30,10
9/9/2012,Broncos,Steelers,1,31,19
9/9/2012,Saints,Redskins,0,32,40
9/9/2012,Bears,Colts,1,41,21
9/9/2012,Jets,Bills,1,48,28
9/10/2012,Raiders,Chargers,0,14,22
9/10/2012,Ravens,Bengals,1,44,13
9/13/2012,Packers,Bears,1,23,10
9/16/2012,Jaguars,Texans,0,7,27
9/16/2012,Patriots,Cardinals,0,18,20
9/16/2012,Colts,Vikings,1,23,20
9/16/2012,Eagles,Ravens,1,24,23
9/16/2012,Seahawks,Cowboys,1,27,7
9/16/2012,Steelers,Jets,1,27,10
9/16/2012,49ers,Lions,1,27,19
9/16/2012,Rams,Redskins,1,31,28
9/16/2012,Bengals,Browns,1,34,27
9/16/2012,Dolphins,Raiders,1,35,13
9/16/2012,Bills,Chiefs,1,35,17
9/16/2012,Panthers,Saints,1,35,27
9/16/2012,Chargers,Titans,1,38,10
9/16/2012,Giants,Buccaneers,1,41,34
9/17/2012,Falcons,Broncos,1,27,21
9/20/2012,Panthers,Giants,0,7,36
9/23/2012,Chargers,Falcons,0,3,27
9/23/2012,Browns,Bills,0,14,24
9/23/2012,Cowboys,Buccaneers,1,16,10
9/23/2012,Colts,Jaguars,0,17,22
9/23/2012,Dolphins,Jets,0,20,23
9/23/2012,Bears,Rams,1,23,6
9/23/2012,Vikings,49ers,1,24,13
9/23/2012,Saints,Chiefs,0,24,27
9/23/2012,Broncos,Texans,0,25,31
9/23/2012,Cardinals,Eagles,1,27,6
9/23/2012,Ravens,Patriots,1,31,30
9/23/2012,Redskins,Bengals,0,31,38
9/23/2012,Raiders,Steelers,1,34,31
9/23/2012,Titans,Lions,1,44,41
9/24/2012,Seahawks,Packers,1,14,12
9/27/2012,Ravens,Browns,1,23,16
9/30/2012,Jets,49ers,0,0,34
9/30/2012,Jaguars,Bengals,0,10,27
9/30/2012,Lions,Vikings,0,13,20
9/30/2012,Rams,Seahawks,1,19,13
9/30/2012,Eagles,Giants,1,19,17
9/30/2012,Chiefs,Chargers,0,20,37
9/30/2012,Buccaneers,Redskins,0,22,24
9/30/2012,Cardinals,Dolphins,1,24,21
9/30/2012,Packers,Saints,1,28,27
9/30/2012,Bills,Patriots,0,28,52
9/30/2012,Falcons,Panthers,1,30,28
9/30/2012,Broncos,Raiders,1,37,6
9/30/2012,Texans,Titans,1,38,14
10/1/2012,Cowboys,Bears,0,18,34
10/4/2012,Rams,Cardinals,1,17,3
10/7/2012,Jaguars,Bears,0,3,41
10/7/2012,Chiefs,Ravens,0,6,9
10/7/2012,Panthers,Seahawks,0,12,16
10/7/2012,Bengals,Dolphins,0,13,17
10/7/2012,Steelers,Eagles,1,16,14
10/7/2012,Redskins,Falcons,0,17,24
10/7/2012,Vikings,Titans,1,30,7
10/7/2012,Colts,Packers,1,30,27
10/7/2012,Patriots,Broncos,1,31,21
10/7/2012,Saints,Chargers,1,31,24
10/7/2012,Giants,Browns,1,41,27
10/7/2012,49ers,Bills,1,45,3
10/8/2012,Jets,Texans,0,17,23
10/11/2012,Titans,Steelers,1,26,23
10/14/2012,49ers,Giants,0,3,26
10/14/2012,Cardinals,Bills,0,16,19
10/14/2012,Dolphins,Rams,1,17,14
10/14/2012,Falcons,Raiders,1,23,20
10/14/2012,Eagles,Lions,0,23,26
10/14/2012,Seahawks,Patriots,1,24,23
10/14/2012,Texans,Packers,0,24,42
10/14/2012,Ravens,Cowboys,1,31,29
10/14/2012,Browns,Bengals,1,34,24
10/14/2012,Jets,Colts,1,35,9
10/14/2012,Buccaneers,Chiefs,1,38,10
10/14/2012,Redskins,Vikings,1,38,26
10/15/2012,Chargers,Broncos,0,24,35
10/18/2012,49ers,Seahawks,1,13,6
10/21/2012,Panthers,Cowboys,0,14,19
10/21/2012,Colts,Browns,1,17,13
10/21/2012,Bengals,Steelers,0,17,24
10/21/2012,Rams,Packers,0,20,30
10/21/2012,Vikings,Cardinals,1,21,14
10/21/2012,Raiders,Jaguars,1,26,23
10/21/2012,Giants,Redskins,1,27,23
10/21/2012,Buccaneers,Saints,0,28,35
10/21/2012,Patriots,Jets,1,29,26
10/21/2012,Bills,Titans,0,34,35
10/21/2012,Texans,Ravens,1,43,13
10/22/2012,Bears,Lions,1,13,7
10/25/2012,Vikings,Buccaneers,0,17,36
10/28/2012,Browns,Chargers,1,7,6
10/28/2012,Rams,Patriots,0,7,45
10/28/2012,Jets,Dolphins,0,9,30
10/28/2012,Titans,Colts,0,13,19
10/28/2012,Chiefs,Raiders,0,16,26
10/28/2012,Eagles,Falcons,0,17,30
10/28/2012,Bears,Panthers,1,23,22
10/28/2012,Packers,Jaguars,1,24,15
10/28/2012,Cowboys,Giants,0,24,29
10/28/2012,Steelers,Redskins,1,27,12
10/28/2012,Lions,Seahawks,1,28,24
10/28/2012,Broncos,Saints,1,34,14
10/29/2012,Cardinals,49ers,0,3,24
11/1/2012,Chargers,Chiefs,1,31,13
11/4/2012,Redskins,Panthers,0,13,21
11/4/2012,Jaguars,Lions,0,14,31
11/4/2012,Browns,Ravens,0,15,25
11/4/2012,Falcons,Cowboys,1,19,13
11/4/2012,Giants,Steelers,0,20,24
11/4/2012,Titans,Bears,0,20,51
11/4/2012,Texans,Bills,1,21,9
11/4/2012,Colts,Dolphins,1,23,20
11/4/2012,Bengals,Broncos,0,23,31
11/4/2012,Seahawks,Vikings,1,30,20
11/4/2012,Packers,Cardinals,1,31,17
11/4/2012,Raiders,Buccaneers,0,32,42
11/5/2012,Saints,Eagles,1,28,13
11/8/2012,Jaguars,Colts,0,10,27
11/11/2012,Dolphins,Titans,0,3,37
11/11/2012,Bears,Texans,0,6,13
11/11/2012,Panthers,Broncos,0,14,36
11/11/2012,Eagles,Cowboys,0,23,38
11/11/2012,49ers,Rams,0,24,24
11/11/2012,Seahawks,Jets,1,28,7
11/11/2012,Bengals,Giants,1,31,13
11/11/2012,Saints,Falcons,1,31,27
11/11/2012,Vikings,Lions,1,34,24
11/11/2012,Buccaneers,Chargers,1,34,24
11/11/2012,Patriots,Bills,1,37,31
11/11/2012,Ravens,Raiders,1,55,20
11/12/2012,Steelers,Chiefs,1,16,13
11/15/2012,Bills,Dolphins,1,19,14
11/18/2012,Chiefs,Bengals,0,6,28
11/18/2012,Steelers,Ravens,0,10,13
11/18/2012,Rams,Jets,0,13,27
11/18/2012,Raiders,Saints,0,17,38
11/18/2012,Lions,Packers,0,20,24
11/18/2012,Panthers,Buccaneers,0,21,27
11/18/2012,Falcons,Cardinals,1,23,19
11/18/2012,Cowboys,Browns,1,23,20
11/18/2012,Broncos,Chargers,1,30,23
11/18/2012,Redskins,Eagles,1,31,6
11/18/2012,Texans,Jaguars,1,43,37
11/18/2012,Patriots,Colts,1,59,24
11/19/2012,49ers,Bears,1,32,7
11/22/2012,Jets,Patriots,0,19,49
11/22/2012,Lions,Texans,0,31,34
11/22/2012,Cowboys,Redskins,0,31,38
11/25/2012,Chiefs,Broncos,0,9,17
11/25/2012,Chargers,Ravens,0,13,16
11/25/2012,Cardinals,Rams,0,17,31
11/25/2012,Colts,Bills,1,20,13
11/25/2012,Browns,Steelers,1,20,14
11/25/2012,Saints,49ers,0,21,31
11/25/2012,Buccaneers,Falcons,0,23,24
11/25/2012,Jaguars,Titans,1,24,19
11/25/2012,Dolphins,Seahawks,1,24,21
11/25/2012,Bears,Vikings,1,28,10
11/25/2012,Bengals,Raiders,1,34,10
11/25/2012,Giants,Packers,1,38,10
11/26/2012,Eagles,Panthers,0,22,30
11/29/2012,Falcons,Saints,1,23,13
12/2/2012,Jets,Cardinals,1,7,6
12/2/2012,Titans,Texans,0,10,24
12/2/2012,Chargers,Bengals,0,13,20
12/2/2012,Rams,49ers,1,16,13
12/2/2012,Dolphins,Patriots,0,16,23
12/2/2012,Raiders,Browns,0,17,20
12/2/2012,Bears,Seahawks,0,17,23
12/2/2012,Ravens,Steelers,0,20,23
12/2/2012,Packers,Vikings,1,23,14
12/2/2012,Chiefs,Panthers,1,27,21
12/2/2012,Broncos,Buccaneers,1,31,23
12/2/2012,Lions,Colts,0,33,35
12/2/2012,Bills,Jaguars,1,34,18
12/2/2012,Cowboys,Eagles,1,38,33
12/3/2012,Redskins,Giants,1,17,16
12/6/2012,Raiders,Broncos,0,13,26
12/9/2012,Jaguars,Jets,0,10,17
12/9/2012,Bills,Rams,0,12,15
12/9/2012,Bengals,Cowboys,0,19,20
12/9/2012,Vikings,Bears,1,21,14
12/9/2012,Buccaneers,Eagles,0,21,23
12/9/2012,Steelers,Chargers,0,24,34
12/9/2012,49ers,Dolphins,1,27,13
12/9/2012,Packers,Lions,1,27,20
12/9/2012,Colts,Titans,1,27,23
12/9/2012,Browns,Chiefs,1,30,7
12/9/2012,Panthers,Falcons,1,30,20
12/9/2012,Redskins,Ravens,1,31,28
12/9/2012,Giants,Saints,1,52,27
12/9/2012,Seahawks,Cardinals,1,58,0
12/10/2012,Patriots,Texans,1,42,14
12/13/2012,Eagles,Bengals,0,13,34
12/16/2012,Chargers,Panthers,0,7,31
12/16/2012,Bears,Packers,0,13,21
12/16/2012,Raiders,Chiefs,1,15,0
12/16/2012,Ravens,Broncos,0,17,34
12/16/2012,Bills,Seahawks,0,17,50
12/16/2012,Browns,Redskins,0,21,38
12/16/2012,Rams,Vikings,0,22,36
12/16/2012,Dolphins,Jaguars,1,24,3
12/16/2012,Cowboys,Steelers,1,27,24
12/16/2012,Texans,Colts,1,29,17
12/16/2012,Falcons,Giants,1,34,0
12/16/2012,Patriots,49ers,0,34,41
12/16/2012,Cardinals,Lions,1,38,10
12/16/2012,Saints,Buccaneers,1,41,0
12/17/2012,Titans,Jets,1,14,10
12/22/2012,Lions,Falcons,0,18,31
12/23/2012,Texans,Vikings,0,6,23
12/23/2012,Steelers,Bengals,0,10,13
12/23/2012,Chiefs,Colts,0,13,20
12/23/2012,Buccaneers,Rams,0,13,28
12/23/2012,Cardinals,Bears,0,13,28
12/23/2012,Jaguars,Patriots,0,16,23
12/23/2012,Panthers,Raiders,1,17,6
12/23/2012,Jets,Chargers,0,17,27
12/23/2012,Eagles,Redskins,0,20,27
12/23/2012,Dolphins,Bills,1,24,10
12/23/2012,Cowboys,Saints,0,31,34
12/23/2012,Ravens,Giants,1,33,14
12/23/2012,Broncos,Browns,1,34,12
12/23/2012,Seahawks,49ers,1,42,13
12/23/2012,Packers,Titans,1,55,7
12/30/2012,Falcons,Buccaneers,0,17,22
12/30/2012,Seahawks,Rams,1,20,13
12/30/2012,Bengals,Ravens,1,23,17
12/30/2012,Steelers,Browns,1,24,10
12/30/2012,Chargers,Raiders,1,24,21
12/30/2012,Lions,Bears,0,24,26
12/30/2012,49ers,Cardinals,1,27,13
12/30/2012,Patriots,Dolphins,1,28,0
12/30/2012,Bills,Jets,1,28,9
12/30/2012,Colts,Texans,1,28,16
12/30/2012,Redskins,Cowboys,1,28,18
12/30/2012,Vikings,Packers,1,37,34
12/30/2012,Broncos,Chiefs,1,38,3
12/30/2012,Titans,Jaguars,1,38,20
12/30/2012,Saints,Panthers,0,38,44
12/30/2012,Giants,Eagles,1,42,7
1/5/2013,Texans,Bengals,1,19,13
1/5/2013,Packers,Vikings,1,24,10
1/6/2013,Redskins,Seahawks,0,14,24
1/6/2013,Ravens,Colts,1,24,9
1/12/2013,Broncos,Ravens,0,35,38
1/12/2013,49ers,Packers,1,45,31
1/13/2013,Falcons,Seahawks,1,30,28
1/13/2013,Patriots,Texans,1,41,28
1/20/2013,Patriots,Ravens,0,13,28
1/20/2013,Falcons,49ers,0,24,28
2/3/2013,49ers,Ravens,0,31,34
9/5/2013,Broncos,Ravens,1,49,27
9/8/2013,Jaguars,Chiefs,0,2,28
9/8/2013,Panthers,Seahawks,0,7,12
9/8/2013,Steelers,Titans,0,9,16
9/8/2013,Browns,Dolphins,0,10,23
9/8/2013,Jets,Buccaneers,1,18,17
9/8/2013,Colts,Raiders,1,21,17
9/8/2013,Bills,Patriots,0,21,23
9/8/2013,Saints,Falcons,1,23,17
9/8/2013,Bears,Bengals,1,24,21
9/8/2013,Rams,Cardinals,1,27,24
9/8/2013,Lions,Vikings,1,34,24
9/8/2013,49ers,Packers,1,34,28
9/8/2013,Cowboys,Giants,1,36,31
9/9/2013,Redskins,Eagles,0,27,33
9/9/2013,Chargers,Texans,0,28,31
9/12/2013,Patriots,Jets,1,13,10
9/15/2013,Ravens,Browns,1,14,6
9/15/2013,Buccaneers,Saints,0,14,16
9/15/2013,Chiefs,Cowboys,1,17,16
9/15/2013,Raiders,Jaguars,1,19,9
9/15/2013,Colts,Dolphins,0,20,24
9/15/2013,Giants,Broncos,0,23,41
9/15/2013,Bills,Panthers,1,24,23
9/15/2013,Cardinals,Lions,1,25,21
9/15/2013,Seahawks,49ers,1,29,3
9/15/2013,Texans,Titans,1,30,24
9/15/2013,Eagles,Chargers,0,30,33
9/15/2013,Falcons,Rams,1,31,24
9/15/2013,Bears,Vikings,1,31,30
9/15/2013,Packers,Redskins,1,38,20
9/16/2013,Bengals,Steelers,1,20,10
9/19/2013,Eagles,Chiefs,0,16,26
9/22/2013,49ers,Colts,0,7,27
9/22/2013,Titans,Chargers,1,20,17
9/22/2013,Redskins,Lions,0,20,27
9/22/2013,Patriots,Buccaneers,1,23,3
9/22/2013,Steelers,Bears,0,23,40
9/22/2013,Jets,Bills,1,27,20
9/22/2013,Dolphins,Falcons,1,27,23
9/22/2013,Vikings,Browns,0,27,31
9/22/2013,Ravens,Texans,1,30,9
9/22/2013,Cowboys,Rams,1,31,7
9/22/2013,Saints,Cardinals,1,31,7
9/22/2013,Bengals,Packers,1,34,30
9/22/2013,Panthers,Giants,1,38,0
9/22/2013,Seahawks,Jaguars,1,45,17
9/23/2013,Broncos,Raiders,1,37,21
9/26/2013,Rams,49ers,0,11,35
9/29/2013,Jaguars,Colts,0,3,37
9/29/2013,Buccaneers,Cardinals,0,10,13
9/29/2013,Raiders,Redskins,0,14,24
9/29/2013,Browns,Bengals,1,17,6
9/29/2013,Texans,Seahawks,0,20,23
9/29/2013,Bills,Ravens,1,23,20
9/29/2013,Falcons,Patriots,0,23,30
9/29/2013,Chargers,Cowboys,1,30,21
9/29/2013,Chiefs,Giants,1,31,7
9/29/2013,Vikings,Steelers,1,34,27
9/29/2013,Titans,Jets,1,38,13
9/29/2013,Lions,Bears,1,40,32
9/29/2013,Broncos,Eagles,1,52,20
9/30/2013,Saints,Dolphins,1,38,17
10/3/2013,Browns,Bills,1,37,24
10/6/2013,Bengals,Patriots,1,13,6
10/6/2013,Titans,Chiefs,0,17,26
10/6/2013,Bears,Saints,0,18,26
10/6/2013,Giants,Eagles,0,21,36
10/6/2013,Cardinals,Panthers,1,22,6
10/6/2013,Packers,Lions,1,22,9
10/6/2013,Dolphins,Ravens,0,23,26
10/6/2013,Raiders,Chargers,1,27,17
10/6/2013,49ers,Texans,1,34,3
10/6/2013,Rams,Jaguars,1,34,20
10/6/2013,Colts,Seahawks,1,34,28
10/6/2013,Cowboys,Broncos,0,48,51
10/7/2013,Falcons,Jets,0,28,30
10/10/2013,Bears,Giants,1,27,21
10/13/2013,Jets,Steelers,0,6,19
10/13/2013,Vikings,Panthers,0,10,35
10/13/2013,Texans,Rams,0,13,38
10/13/2013,Ravens,Packers,0,17,19
10/13/2013,Browns,Lions,0,17,31
10/13/2013,Seahawks,Titans,1,20,13
10/13/2013,Buccaneers,Eagles,0,20,31
10/13/2013,Chiefs,Raiders,1,24,7
10/13/2013,Bills,Bengals,0,24,27
10/13/2013,Patriots,Saints,1,30,27
10/13/2013,Cowboys,Redskins,1,31,16
10/13/2013,49ers,Cardinals,1,32,20
10/13/2013,Broncos,Jaguars,1,35,19
10/14/2013,Chargers,Colts,1,19,9
10/17/2013,Cardinals,Seahawks,0,22,34
10/20/2013,Eagles,Cowboys,0,3,17
10/20/2013,Jaguars,Chargers,0,6,24
10/20/2013,Chiefs,Texans,1,17,16
10/20/2013,Titans,49ers,0,17,31
10/20/2013,Steelers,Ravens,1,19,16
10/20/2013,Dolphins,Bills,0,21,23
10/20/2013,Lions,Bengals,0,24,27
10/20/2013,Panthers,Rams,1,30,15
10/20/2013,Jets,Patriots,1,30,27
10/20/2013,Packers,Browns,1,31,13
10/20/2013,Falcons,Buccaneers,1,31,23
10/20/2013,Colts,Broncos,1,39,33
10/20/2013,Redskins,Bears,1,45,41
10/21/2013,Giants,Vikings,1,23,7
10/24/2013,Buccaneers,Panthers,0,13,31
10/27/2013,Eagles,Giants,0,7,15
10/27/2013,Jaguars,49ers,0,10,42
10/27/2013,Raiders,Steelers,1,21,18
10/27/2013,Chiefs,Browns,1,23,17
10/27/2013,Cardinals,Falcons,1,27,13
10/27/2013,Patriots,Dolphins,1,27,17
10/27/2013,Lions,Cowboys,1,31,30
10/27/2013,Vikings,Packers,0,31,44
10/27/2013,Saints,Bills,1,35,17
10/27/2013,Broncos,Redskins,1,45,21
10/27/2013,Bengals,Jets,1,49,9
10/28/2013,Rams,Seahawks,0,9,14
10/31/2013,Dolphins,Bengals,1,22,20
11/3/2013,Bills,Chiefs,0,13,23
11/3/2013,Raiders,Eagles,0,20,49
11/3/2013,Rams,Titans,0,21,28
11/3/2013,Browns,Ravens,1,24,18
11/3/2013,Texans,Colts,0,24,27
11/3/2013,Jets,Saints,1,26,20
11/3/2013,Cowboys,Vikings,1,27,23
11/3/2013,Seahawks,Buccaneers,1,27,24
11/3/2013,Redskins,Chargers,1,30,24
11/3/2013,Panthers,Falcons,1,34,10
11/3/2013,Patriots,Steelers,1,55,31
11/4/2013,Packers,Bears,0,20,27
11/7/2013,Vikings,Redskins,1,34,27
11/10/2013,Colts,Rams,0,8,38
11/10/2013,49ers,Panthers,0,9,10
11/10/2013,Falcons,Seahawks,0,10,33
11/10/2013,Packers,Eagles,0,13,27
11/10/2013,Bears,Lions,0,19,21
11/10/2013,Ravens,Bengals,1,20,17
11/10/2013,Chargers,Broncos,0,20,28
11/10/2013,Steelers,Bills,1,23,10
11/10/2013,Giants,Raiders,1,24,20
11/10/2013,Cardinals,Texans,1,27,24
11/10/2013,Titans,Jaguars,0,27,29
11/10/2013,Saints,Cowboys,1,49,17
11/11/2013,Buccaneers,Dolphins,1,22,19
11/14/2013,Titans,Colts,0,27,30
11/17/2013,Jaguars,Cardinals,0,14,27
11/17/2013,Dolphins,Chargers,1,20,16
11/17/2013,Bears,Ravens,1,23,20
11/17/2013,Saints,49ers,1,23,20
11/17/2013,Texans,Raiders,0,23,28
11/17/2013,Eagles,Redskins,1,24,16
11/17/2013,Giants,Packers,1,27,13
11/17/2013,Broncos,Chiefs,1,27,17
11/17/2013,Bills,Jets,1,37,14
11/17/2013,Steelers,Lions,1,37,27
11/17/2013,Bengals,Browns,1,41,20
11/17/2013,Seahawks,Vikings,1,41,20
11/17/2013,Buccaneers,Falcons,1,41,28
11/18/2013,Panthers,Patriots,1,24,20
11/21/2013,Falcons,Saints,0,13,17
11/24/2013,Texans,Jaguars,0,6,13
11/24/2013,Browns,Steelers,0,11,27
11/24/2013,Dolphins,Panthers,0,16,20
11/24/2013,Ravens,Jets,1,19,3
11/24/2013,Raiders,Titans,0,19,23
11/24/2013,Lions,Buccaneers,0,21,24
11/24/2013,Giants,Cowboys,0,21,24
11/24/2013,Packers,Vikings,0,26,26
11/24/2013,Patriots,Broncos,1,34,31
11/24/2013,Chiefs,Chargers,0,38,41
11/24/2013,Cardinals,Colts,1,40,11
11/24/2013,Rams,Bears,1,42,21
11/25/2013,Redskins,49ers,0,6,27
11/28/2013,Ravens,Steelers,1,22,20
11/28/2013,Cowboys,Raiders,1,31,24
11/28/2013,Lions,Packers,1,40,10
12/1/2013,Jets,Dolphins,0,3,23
12/1/2013,Chargers,Bengals,0,10,17
12/1/2013,Redskins,Giants,0,17,24
12/1/2013,Colts,Titans,1,22,14
12/1/2013,49ers,Rams,1,23,13
12/1/2013,Vikings,Bears,1,23,20
12/1/2013,Eagles,Cardinals,1,24,21
12/1/2013,Panthers,Buccaneers,1,27,6
12/1/2013,Browns,Jaguars,0,28,32
12/1/2013,Chiefs,Broncos,0,28,35
12/1/2013,Texans,Patriots,0,31,34
